j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
255,687,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,255000,3.1429960784313726,0.0014034248415795147
256,644,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,256000,3.14284375,0.00125109641020682
257,446,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,257000,3.1427237354085604,0.00113108181876731
258,683,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,258000,3.1427751937984496,0.0011825402086564907
259,682,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,259000,3.142764478764479,0.0011718251746857256
260,443,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,260000,3.142676923076923,0.0010842694871300296
261,441,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,261000,3.142911877394636,0.0013192238048427285
262,247,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,262000,3.1428702290076336,0.0012775754178404597
263,699,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,263000,3.142813688212928,0.0012210346231347202
264,738,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,264000,3.1426666666666665,0.0010740130768733813
265,248,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,265000,3.1426415094339624,0.0010488558441692497
266,705,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,266000,3.142766917293233,0.0011742637034397596
267,671,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,267000,3.142936329588015,0.0013436759982217161
268,311,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,268000,3.1433880597014925,0.0017954061116993714
269,271,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,269000,3.143375464684015,0.0017828110942219588
270,714,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,270000,3.1433185185185186,0.0017258649287255068
271,676,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,271000,3.143557195571956,0.001964541982162782
272,703,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,272000,3.1436176470588237,0.0020249934690306226
273,570,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,273000,3.1435750915750917,0.001982437985298624
274,0,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,274000,3.1431240875912407,0.001531434001447618
275,548,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,275000,3.1431563636363635,0.0015637100465704101
276,603,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,276000,3.1430434782608696,0.0014508246710764894
277,198,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,277000,3.143234657039711,0.0016420034499180503
278,211,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,278000,3.1429496402877697,0.00135698669797657
279,588,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,279000,3.142853046594982,0.0012603930051890977
280,69,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,280000,3.1430714285714285,0.0014787749816354001
281,589,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,281000,3.142861209964413,0.001268556374619756
282,748,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,282000,3.142780141843972,0.0011874882541786924
283,427,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,283000,3.1428833922261483,0.0012907386363552042
284,745,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,284000,3.142647887323944,0.001055233734150729
285,425,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,285000,3.142694736842105,0.0011020832523120916
286,596,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,286000,3.1427692307692308,0.0011765771794376434
287,385,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,287000,3.1429407665505225,0.0013481129607293418
288,581,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,288000,3.143013888888889,0.0014212352990958799
289,755,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,289000,3.142961937716263,0.0013692841264698608
290,450,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,290000,3.143213793103448,0.0016211395136549456
291,451,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,291000,3.142886597938144,0.0012939443483510615
292,725,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,292000,3.142780821917808,0.001188168328015049
293,491,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,293000,3.1428805460750855,0.0012878924852923745
294,480,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,294000,3.1427619047619046,0.0011692511721115295
295,457,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,295000,3.1429559322033898,0.0013632786135966413
296,483,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,296000,3.1429594594594596,0.001366805869666532
297,666,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,297000,3.1426397306397305,0.0010470770499373394
298,470,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,298000,3.142791946308725,0.0011992927189319325
299,464,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,299000,3.142742474916388,0.0011498213265950241
300,249,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,300000,3.14268,0.001087346410206802
301,649,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,301000,3.1427906976744184,0.001198044084625316
302,701,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,302000,3.1429139072847683,0.0013212536949751552
303,728,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,303000,3.1429042904290427,0.0013116368392496192
304,648,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,304000,3.142697368421053,0.0011047148312597344
305,476,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,305000,3.142622950819672,0.001030297229879018
306,448,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,306000,3.1425751633986927,0.0009825098088995787
307,460,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,307000,3.142657980456026,0.0010653268662328408
308,272,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,308000,3.1424025974025973,0.0008099438128041925
309,273,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,309000,3.1424983818770227,0.000905728287229568
310,307,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,310000,3.1425548387096773,0.000962185119884218
311,349,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,311000,3.1422765273311897,0.0006838737413965568
312,613,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,312000,3.1424358974358975,0.0008432438461043468
313,612,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,313000,3.1423514376996806,0.0007587841098875003
314,574,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,314000,3.142433121019108,0.0008404674293149839
315,1,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,315000,3.1424,0.000807346410206744
316,2,2026-06-16 13:45:21,2026-06-16 13:47:57,156.0,316000,3.142405063291139,0.0008124097013459952
317,433,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,317000,3.1421072555205045,0.0005146019307114003
318,157,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,318000,3.14211320754717,0.0005205539573767126
319,751,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,319000,3.1419561128526645,0.00036345926287140173
320,792,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,320000,3.142075,0.0004823464102070574
321,618,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,321000,3.142330218068536,0.000737564478742847
322,432,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,322000,3.1421490683229814,0.0005564147331882374
323,746,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,323000,3.142105263157895,0.0005126095681018406
324,753,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,324000,3.1420864197530864,0.0004937661632933299
325,390,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,325000,3.1421784615384616,0.0005858079486684709
326,810,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,326000,3.1423067484662575,0.000714094876464344
327,768,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,327000,3.1421406727828747,0.0005480191930815614
328,782,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,328000,3.1423170731707315,0.0007244195809383847
329,769,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,329000,3.1423951367781155,0.0008024831883224337
330,812,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,330000,3.142218181818182,0.0006255282283889052
331,478,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,331000,3.142380664652568,0.0007880110627747072
332,294,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,332000,3.1424819277108433,0.0008892741210502209
333,684,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,333000,3.1424624624624626,0.0008698088726695197
334,492,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,334000,3.142443113772455,0.000850460182661994
335,447,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,335000,3.1424597014925375,0.0008670479027443889
336,484,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,336000,3.142702380952381,0.0011097273625879644
337,296,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,337000,3.1425044510385756,0.0009117974487824476
338,678,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,338000,3.142568047337278,0.0009753937474847874
339,320,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,339000,3.1425486725663716,0.0009560189765784877
340,452,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,340000,3.1424235294117646,0.0008308758219714996
341,132,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,341000,3.1424633431085045,0.0008706895187113872
342,455,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,342000,3.142526315789474,0.0009336621996807182
343,252,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,343000,3.1425539358600583,0.0009612822702651513
344,465,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,344000,3.1424767441860464,0.000884090596253273
345,488,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,345000,3.142376811594203,0.0007841580044098961
346,259,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,346000,3.142393063583815,0.0008004099940217557
347,660,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,347000,3.142363112391931,0.0007704588021377745
348,298,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,348000,3.1423563218390806,0.0007636682492875302
349,313,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,349000,3.142441260744986,0.0008486071551927488
350,176,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,350000,3.14232,0.000727346410206664
351,770,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,351000,3.142792022792023,0.0011993692022298497
352,598,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,352000,3.142556818181818,0.0009641645920250852
353,771,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,353000,3.142402266288952,0.0008096126991588015
354,565,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,354000,3.1422598870056495,0.0006672334158563942
355,564,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,355000,3.1421408450704225,0.0005481914806293453
356,202,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,356000,3.1419887640449438,0.00039611045515064447
357,4,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,357000,3.1422072829131653,0.0006146293233721956
358,776,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,358000,3.1423016759776536,0.0007090223878605251
359,777,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,359000,3.1420724233983286,0.00047976980853547957
360,763,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,360000,3.1420555555555554,0.0004629019657622635
361,429,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,361000,3.1417174515235455,0.00012479793375241854
362,166,2026-06-16 13:45:21,2026-06-16 13:47:58,157.0,362000,3.141723756906077,0.0001311033162840758
363,816,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,363000,3.1416418732782367,4.9219688443624676e-05
364,546,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,364000,3.141824175824176,0.00023152223438271946
365,817,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,365000,3.1419835616438356,0.00039090805404251583
366,142,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,366000,3.142153005464481,0.0005603518746877256
367,800,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,367000,3.1421362397820163,0.0005435861922231666
368,151,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,368000,3.1422065217391304,0.0006138681493372822
369,838,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,369000,3.142189701897019,0.0005970483072257338
370,780,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,370000,3.141967567567568,0.0003749139777746713
371,434,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,371000,3.1416927223719675,0.00010006878217438953
372,797,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,372000,3.1415806451612904,1.2008428502685575e-05
373,783,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,373000,3.14172654155496,0.000133887965166668
374,386,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,374000,3.141679144385027,8.649079523381786e-05
375,525,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,375000,3.141685333333333,9.267974354010278e-05
376,486,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,376000,3.141755319148936,0.00016266555914290493
377,445,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,377000,3.1419522546419096,0.0003596010521165205
378,526,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,378000,3.1418835978835977,0.00029094429380460696
379,481,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,379000,3.142036939313984,0.00044428572419086265
380,293,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,380000,3.142,0.0004073464102067881
381,721,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,381000,3.1419002624671917,0.00030760887739855747
382,641,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,382000,3.1418010471204187,0.00020839353062562793
383,723,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,383000,3.141994778067885,0.00040212447809206964
384,534,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,384000,3.14209375,0.0005010964102067916
385,722,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,385000,3.1419636363636365,0.00037098277384339795
386,656,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,386000,3.142020725388601,0.0004280717988081051
387,841,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,387000,3.142067183462532,0.0004745298727391045
388,658,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,388000,3.1418865979381443,0.00029394434835117167
389,843,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,389000,3.1419845758354756,0.0003919222456825189
390,275,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,390000,3.1418358974358975,0.00024324384610441285
391,711,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,391000,3.1419437340153453,0.0003510804255522082
392,659,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,392000,3.142,0.0004073464102067881
393,467,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,393000,3.1421679389312978,0.0005752853415046388
394,661,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,394000,3.142233502538071,0.0006408489482780944
395,662,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,395000,3.1421772151898733,0.0005845616000801357
396,702,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,396000,3.1422828282828283,0.0006901746930352282
397,515,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,397000,3.1424080604534006,0.0008154068636074818
398,844,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,398000,3.1423819095477388,0.000789255957945656
399,663,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,399000,3.1423057644110277,0.0007131108212345971
400,764,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,400000,3.14236,0.0007673464102069261
401,214,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,401000,3.1422643391521197,0.0006716855623265516
402,836,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,402000,3.1422885572139303,0.0006959036241371841
403,361,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,403000,3.1423722084367247,0.000779554846931596
404,808,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,404000,3.1424554455445546,0.000862791954761466
405,217,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,405000,3.1422617283950616,0.0006690748052684548
406,559,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,406000,3.1423448275862067,0.0007521739964135854
407,148,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,407000,3.1423292383292383,0.0007365847394451563
408,831,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,408000,3.1421176470588237,0.0005249934690305658
409,56,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,409000,3.1420537897310514,0.0004611361412583115
410,629,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,410000,3.142136585365854,0.0005439317760607132
411,615,2026-06-16 13:45:21,2026-06-16 13:47:59,158.0,411000,3.142160583941606,0.0005679303518126844
412,631,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,412000,3.1420776699029127,0.0004850163131195906
413,71,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,413000,3.1420823244552056,0.000489670865412517
414,750,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,414000,3.1419806763285023,0.0003880227387091928
415,815,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,415000,3.1418602409638554,0.0002675873740622947
416,794,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,416000,3.14175,0.00015734641020692663
417,839,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,417000,3.141937649880096,0.00034499629030282364
418,178,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,418000,3.1419043062200958,0.000311652630302639
419,620,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,419000,3.142052505966587,0.0004598523767938012
420,807,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,420000,3.1420761904761907,0.0004835368863975731
421,60,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,421000,3.1422802850356293,0.0006876314458361676
422,49,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,422000,3.142170616113744,0.0005779625239510366
423,543,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,423000,3.1420614657210404,0.00046881213124727594
424,493,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,424000,3.142179245283019,0.0005865916932257242
425,726,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,425000,3.142183529411765,0.0005908758219717036
426,453,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,426000,3.142131455399061,0.0005388018092680191
427,724,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,427000,3.1420421545667447,0.0004495009769516223
428,456,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,428000,3.142121495327103,0.0005288417373097154
429,442,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,429000,3.142041958041958,0.00044930445216495585
430,654,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,430000,3.142,0.0004073464102067881
431,898,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,431000,3.142041763341067,0.00044910975127399055
432,873,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,432000,3.1422314814814816,0.0006388278916884538
433,536,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,433000,3.1421154734411085,0.0005228198513154148
434,119,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,434000,3.1421013824884794,0.0005087288986862504
435,858,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,435000,3.14216091954023,0.000568265950436686
436,904,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,436000,3.142110091743119,0.0005174381533259442
437,535,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,437000,3.142096109839817,0.0005034562500236817
438,859,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,438000,3.1420182648401824,0.0004256112503893128
439,642,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,439000,3.141858769931663,0.00026611634186979316
440,868,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,440000,3.141918181818182,0.0003255282283887162
441,840,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,441000,3.1419410430839,0.00034838949410698206
442,116,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,442000,3.1419095022624433,0.0003168486726501385
443,857,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,443000,3.1420496613995486,0.00045700780975543864
444,507,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,444000,3.141954954954955,0.000362301365161688
445,856,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,445000,3.142094382022472,0.0005017284326789273
446,881,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,446000,3.1421076233183856,0.0005149697285924404
447,891,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,447000,3.1420939597315436,0.0005013061417504794
448,113,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,448000,3.1419553571428573,0.0003627035530642253
449,852,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,449000,3.1419331848552337,0.0003405312654405357
450,847,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,450000,3.1418311111111112,0.00023845752131812503
451,674,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,451000,3.1415964523281596,3.7987383665338825e-06
452,462,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,452000,3.141504424778761,8.822881103220936e-05
453,475,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,453000,3.141342163355408,0.000250490234384948
454,834,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,454000,3.1414185022026433,0.00017415138714982348
455,558,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,455000,3.1412131868131867,0.0003794667766063853
456,821,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,456000,3.141157894736842,0.00043475885295096717
457,835,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,457000,3.1411028446389495,0.0004898089508436065
458,819,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,458000,3.1411528384279475,0.00043981516184565805
459,560,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,459000,3.141063180827887,0.0005294727619062911
460,213,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,460000,3.1409739130434784,0.0006187405463147222
461,818,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,461000,3.1409718004338396,0.0006208531559535047
462,601,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,462000,3.141090909090909,0.0005017444988841824
463,576,2026-06-16 13:45:21,2026-06-16 13:48:00,159.0,463000,3.1409935205183586,0.0005991330714345544
464,632,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,464000,3.1410344827586205,0.0005581708311725997
465,626,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,465000,3.141083870967742,0.0005087826220511182
466,801,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,466000,3.141167381974249,0.00042527161554417603
467,949,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,467000,3.1412162740899356,0.000376379499857471
468,544,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,468000,3.1411880341880343,0.00040461940175884337
469,179,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,469000,3.141262260127932,0.00033039346186125584
470,757,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,470000,3.1412510638297872,0.00034158976000586705
471,958,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,471000,3.141503184713376,8.946887641725354e-05
472,583,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,472000,3.141508474576271,8.417901352197887e-05
473,781,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,473000,3.141319238900634,0.0002734146891589795
474,756,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,474000,3.1410379746835444,0.0005546789062487179
475,436,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,475000,3.1412378947368422,0.00035475885295088716
476,813,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,476000,3.1412268907563026,0.00036576283349054606
477,437,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,477000,3.1411572327044026,0.00043542088539050283
478,929,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,478000,3.1413138075313807,0.0002788460584124408
479,928,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,479000,3.141427974947808,0.0001646786419851054
480,727,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,480000,3.141375,0.00021765358979308758
481,848,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,481000,3.1414802494802494,0.00011240410954371782
482,490,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,482000,3.1414107883817426,0.00018186520805052453
483,889,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,483000,3.141457556935818,0.00013509665397526405
484,692,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,484000,3.141595041322314,2.387732521036412e-06
485,902,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,485000,3.1413443298969073,0.00024832369288585454
486,916,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,486000,3.1413909465020575,0.00020170708773559198
487,867,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,487000,3.1413141683778236,0.0002784852119694925
488,537,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,488000,3.141385245901639,0.00020740768815397104
489,912,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,489000,3.1413824130879346,0.00021024050185847187
490,469,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,490000,3.1413714285714285,0.0002212250183646347
491,939,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,491000,3.141417515274949,0.00017513831484405884
492,130,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,492000,3.141487804878049,0.00010484871174432087
493,897,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,493000,3.1415496957403652,4.295784942787151e-05
494,882,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,494000,3.1415303643724695,6.228921732365222e-05
495,672,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,495000,3.1415757575757577,1.6896014035427953e-05
496,923,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,496000,3.141451612903226,0.00014104068656717317
497,739,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,497000,3.1416498993963784,5.724580658528211e-05
498,885,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,498000,3.1417670682730923,0.0001744146832991511
499,853,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,499000,3.1417715430861723,0.0001788894963792309
500,845,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,500000,3.141872,0.00027934641020710416
501,689,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,501000,3.1418522954091817,0.00025964181938853415
502,919,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,502000,3.141840637450199,0.00024798386040592035
503,918,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,503000,3.141956262425447,0.0003636088356540057
504,930,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,504000,3.142015873015873,0.0004232194260800348
505,893,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,505000,3.1421069306930693,0.0005142771032762283
506,758,2026-06-16 13:45:21,2026-06-16 13:48:01,160.0,506000,3.1420316205533596,0.00043896696356648945
