j,job_id,submit_time,timestamp,turnaround_s,N,pi_est,error
149,578,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,149000,3.1401073825503354,0.001485271039457725
150,627,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,150000,3.14024,0.0013526535897931957
151,633,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,151000,3.140370860927152,0.001221792662640997
152,637,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,152000,3.1405,0.0010926535897932688
153,145,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,153000,3.140732026143791,0.0008606274460021268
154,541,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,154000,3.1409870129870128,0.000605640602780344
155,540,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,155000,3.141006451612903,0.0005862019768900772
156,350,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,156000,3.141051282051282,0.0005413715385111928
157,542,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,157000,3.140968152866242,0.0006245007235512468
158,580,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,158000,3.1414430379746836,0.0001496156151095107
159,594,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,159000,3.1420125786163524,0.000419925026559298
160,635,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,160000,3.1421,0.0005073464102069991
161,530,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,161000,3.141689440993789,9.678740399587937e-05
162,240,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,162000,3.141358024691358,0.00023462889843495205
163,333,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,163000,3.1416196319018406,2.6978312047454267e-05
164,290,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,164000,3.141170731707317,0.00042192188247591744
165,520,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,165000,3.1408,0.0007926535897930798
166,326,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,166000,3.140843373493976,0.0007492800958170953
167,468,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,167000,3.140934131736527,0.0006585218532659809
168,539,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,168000,3.1408809523809524,0.000711701208840676
169,477,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,169000,3.1409704142011834,0.0006222393886097244
170,305,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,170000,3.1408,0.0007926535897930798
171,516,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,171000,3.1407251461988306,0.0008675073909625297
172,572,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,172000,3.140767441860465,0.0008252117293281458
173,599,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,173000,3.14078612716763,0.0008065264221630564
174,215,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,174000,3.1410344827586205,0.0005581708311725997
175,203,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,175000,3.1416,7.346410206832132e-06
176,602,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,176000,3.141636363636364,4.371004657066635e-05
177,617,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,177000,3.141672316384181,7.966279438775814e-05
178,239,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,178000,3.141325842696629,0.00026681089316404893
179,205,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,179000,3.141698324022346,0.00010567043255305109
180,41,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,180000,3.1416,7.346410206832132e-06
181,238,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,181000,3.141281767955801,0.00031088563399217506
182,614,2026-06-16 13:45:21,2026-06-16 13:47:54,153.0,182000,3.1415604395604397,3.2214029353383467e-05
183,341,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,183000,3.1415300546448086,6.259894498450436e-05
184,355,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,184000,3.1415,9.265358979293481e-05
185,209,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,185000,3.1420324324324325,0.00043977884263934897
186,590,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,186000,3.1423225806451613,0.0007299270553682291
187,591,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,187000,3.1423101604278076,0.0007175068380145255
188,208,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,188000,3.142382978723404,0.0007903251336109918
189,630,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,189000,3.1426666666666665,0.0010740130768733813
190,354,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,190000,3.1430105263157895,0.0014178727259963608
191,340,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,191000,3.1430366492146598,0.0014439956248666341
192,356,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,192000,3.1431875,0.001594846410206685
193,99,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,193000,3.1432953367875647,0.0017026831977715595
194,587,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,194000,3.1432577319587627,0.0016650783689695636
195,66,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,195000,3.143097435897436,0.001504782307642838
196,67,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,196000,3.1435102040816325,0.0019175504918393926
197,237,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,197000,3.1432893401015227,0.001696686511729606
198,551,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,198000,3.1435959595959595,0.002003306006166383
199,357,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,199000,3.1432763819095477,0.0016837283197546071
200,353,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,200000,3.14354,0.0019473464102066629
201,347,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,201000,3.1435422885572137,0.0019496349674206215
202,555,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,202000,3.142950495049505,0.0013578414597117394
203,597,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,203000,3.1426600985221675,0.0010674449323744284
204,636,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,204000,3.1426470588235293,0.001054405233736233
205,420,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,205000,3.143082926829268,0.0014902732394750373
206,634,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,206000,3.1430291262135923,0.001436472623799201
207,556,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,207000,3.142840579710145,0.0012479261203517389
208,336,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,208000,3.1425,0.0009073464102069551
209,12,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,209000,3.142239234449761,0.0006465808599678269
210,647,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,210000,3.142095238095238,0.0005025845054449363
211,335,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,211000,3.14121327014218,0.0003793834476129021
212,651,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,212000,3.1416792452830187,8.659169322555726e-05
213,645,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,213000,3.1416713615023473,7.870791255415455e-05
214,650,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,214000,3.1417943925233645,0.0002017389335713382
215,334,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,215000,3.1416372093023255,4.455571253236812e-05
216,697,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,216000,3.1413703703703706,0.0002222832194225255
217,655,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,217000,3.1416589861751154,6.633258532229291e-05
218,454,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,218000,3.141926605504587,0.0003339519147940173
219,667,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,219000,3.1418812785388126,0.0002886249490194892
220,673,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,220000,3.1420545454545454,0.00046189186475231736
221,664,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,221000,3.142081447963801,0.0004887943740077283
222,339,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,222000,3.1424504504504505,0.000857796860657345
223,34,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,223000,3.1422421524663675,0.0006494988765743948
224,310,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,224000,3.142392857142857,0.0008002035530640939
225,338,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,225000,3.1422577777777776,0.0006651241879844783
226,688,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,226000,3.1423716814159293,0.0007790278261361472
227,677,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,227000,3.1424845814977975,0.0008919279080044085
228,605,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,228000,3.1424561403508773,0.0008634867610841646
229,606,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,229000,3.142480349344978,0.0008876957551851028
230,616,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,230000,3.1427478260869566,0.0011551724971634592
231,577,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,231000,3.1425108225108227,0.0009181689210295829
232,68,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,232000,3.142103448275862,0.0005107946860687385
233,54,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,233000,3.141871244635193,0.00027859104539995627
234,210,2026-06-16 13:45:21,2026-06-16 13:47:55,154.0,234000,3.141982905982906,0.00039025239311296644
235,552,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,235000,3.141804255319149,0.0002116017293558592
236,197,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,236000,3.142406779661017,0.0008141260712237752
237,747,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,237000,3.1423628691983123,0.000770215608519198
238,196,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,238000,3.142235294117647,0.0006426405278538994
239,380,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,239000,3.1420753138075312,0.00048266021773812895
240,582,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,240000,3.14225,0.0006573464102070936
241,622,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,241000,3.1421078838174274,0.0005152302276343335
242,740,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,242000,3.1427272727272726,0.0011346191374794756
243,595,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,243000,3.142534979423868,0.0009423258340750529
244,741,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,244000,3.142196721311475,0.0006040677216820889
245,147,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,245000,3.1423183673469386,0.0007257137571454741
246,379,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,246000,3.142357723577236,0.0007650699874428568
247,652,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,247000,3.1422024291497976,0.0006097755600045218
248,679,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,248000,3.1424354838709676,0.0008428302811744892
249,731,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,249000,3.142586345381526,0.0009936917917330312
250,719,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,250000,3.14272,0.001127346410207064
251,533,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,251000,3.142948207171315,0.001355553581521729
252,269,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,252000,3.143015873015873,0.0014232194260799247
253,718,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,253000,3.1429407114624506,0.00134805787265746
254,730,2026-06-16 13:45:21,2026-06-16 13:47:56,155.0,254000,3.142551181102362,0.0009585275125689741
